dataset,mode,max_leaves,n_estimators,MIN_IP_PKT_LEN,L7_PROTO,IN_BYTES,RETRANSMITTED_OUT_BYTES,DST_TO_SRC_AVG_THROUGHPUT,DST_TO_SRC_SECOND_BYTES,OUT_BYTES,DNS_QUERY_ID,SRC_TO_DST_SECOND_BYTES,SHORTEST_FLOW_PKT,L4_SRC_PORT,L4_DST_PORT,FLOW_DURATION_MILLISECONDS,MIN_TTL,NUM_PKTS_128_TO_256_BYTES,OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,TCP_FLAGS,LONGEST_FLOW_PKT,IN_PKTS,SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES,PROTOCOL,NUM_PKTS_512_TO_1024_BYTES,CLIENT_TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,DURATION_IN,TCP_WIN_MAX_IN,RETRANSMITTED_IN_PKTS,DURATION_OUT,RETRANSMITTED_IN_BYTES,MAX_IP_PKT_LEN,MAX_TTL,NUM_PKTS_256_TO_512_BYTES,RETRANSMITTED_OUT_PKTS,ICMP_TYPE,TCP_WIN_MAX_OUT,ICMP_IPV4_TYPE,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
NF-BoT-IoT-v2,float,32,5,0.23917086186705247,0.22017367098335994,0.14446157592433506,0.1394948233767724,0.0872310353368131,0.1207010882447406,0.10054403776000148,0.07331655070008306,0.0442298360562474,0.04522761651717865,0.03711506883949963,0.04028584041181344,0.03743969615008038,0.06343400681378496,0.01938326739962898,0.010089179552811564,0.008892515624204312,0.011021881521610478,0.007352195482717838,0.00599592843219497,0.00475296025507951,0.0034099034767628438,0.004147344328372944,0.0025075757569138707,0.0016166664799742844,0.0017110489624612096,0.001061857964245899,0.0003251970453198009,0.0,6.93908467951378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001968851241181411,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,32,9,0.23319831832371735,0.21841035009981075,0.14652504216754583,0.14409761391425394,0.08641573623454822,0.14741100447585315,0.1772413775754875,0.07580287872106048,0.08442411667634783,0.05168734782695113,0.03369760909021082,0.03907898582986351,0.04004047697482067,0.06614971384205916,0.018232978235861525,0.009552668839192022,0.017459040901075595,0.010945910529668973,0.007457951722044145,0.006724275016361697,0.09565730736630142,0.0028890015722338146,0.0042621797088215445,1.5109003846379158e-05,0.000823258649508865,0.0019020512917242952,0.001183618692204352,0.000341256825400644,0.0,0.07620379717214415,0.0,1.682156097916904e-17,0.0,0.0,0.0,0.0,0.001673850838647863,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,32,13,0.008219917489698884,0.21848660081743793,0.1489717205840258,0.12117207279606193,0.0803120965389244,0.13378482026214442,0.178313588474421,0.07512056603661159,0.11215901048937327,0.04287873204297484,0.025900392355418366,0.040739482803950566,0.039152005255295844,0.0783739786258123,0.007644890450630566,0.010554876598925988,0.008670985802680515,0.00899645834077536,0.0015545918859008426,0.006732667864570036,0.09362211289276483,0.006214768465269124,0.0034049334404637685,6.0482853611925e-05,0.028977233831368576,0.0016672968116705977,0.02164662793922326,0.00024518399512881464,0.0,0.07427907639775459,0.00022855976765625473,1.0092936587501423e-17,0.0,0.26662308152159414,0.0,0.0,0.0013126321228776991,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,64,5,0.2355470323943122,0.008134449523072844,0.14964405954554405,0.17340217683865553,0.07533533791719997,0.09932631346809635,0.09202457151510585,0.07314770953702512,0.0444543249522804,0.15772710232724194,0.04163616812918827,0.02785265093490002,0.02712262950901198,0.16940091661948323,0.0,0.01637364377693251,0.015633155235256567,0.0006124672183503304,0.008646184558104312,0.0003982519080018411,2.3550185370836655e-17,0.0029845312214024037,0.016134073075307266,0.0,0.0006593772141081239,0.0005614741233672418,0.0010588250606977504,0.00025893058746392206,0.0,0.05732435766833583,0.0,1.3457248783335231e-17,0.0,0.0009169921261629945,0.0,0.0,0.0006645100604987678,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,64,9,0.008130144872848098,0.21686660475563757,0.14579326641138113,0.15899236244932932,0.07686985972682103,0.13471468408760826,0.04228429433382231,0.07780748927933863,0.12655350997120832,0.16724621595537378,0.04221701648789991,0.03923571118343213,0.022963426687290834,0.18364417298793762,0.0002921268070618021,0.013612866251893604,0.008381185626526991,0.007702494248862721,0.0029270910757938267,0.004415276352938734,0.006406591687845313,0.0030178687774117634,0.013584742082282143,7.457039199920354e-05,0.20559996226939972,0.0004235103037426866,0.0037362101900579392,0.0023705498665667814,0.0,0.030018179098086604,0.0,1.3457248783335231e-17,0.0,0.0006123820070999474,0.0,0.0,0.0009227585331618606,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,64,13,0.24491202738070528,0.2147807898703805,0.14729619803906524,0.10688079673140807,0.07172133670496773,0.15529810904616717,0.014373253238596615,0.07831176864338871,0.12714959466364917,0.16493195975175956,0.029699177869424775,0.03784737187061485,0.021856998860950088,0.16894750374589798,0.0016002488074749034,0.013579668686589969,0.008442962815186045,0.007486767897754628,0.0026894950962480613,0.00023494745881225726,0.006930797995809901,0.0028748891302445997,0.013719144050392137,6.649172763469509e-05,0.2062272999819926,0.0004984630883677218,0.003106783526218285,0.003934222450220181,0.0,0.046848711390140844,3.571246369714499e-05,1.3457248783335231e-17,0.0,0.0006245690549615378,0.0,0.0,0.0008851464194642635,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,128,5,0.2309448221349654,0.032934700738615166,0.15114280542202807,0.004901406492271354,0.017952315454460466,0.18552388729590183,0.05676031853719902,0.2472014537403432,0.0438586617063692,0.15528866870690947,0.05840860610053006,0.028524025926302828,0.03262729726393676,0.2344927383539431,0.00834195846676815,0.010340458835230324,0.007096782902112597,0.007614193726707934,0.006330127317538846,0.0006262047972779826,0.0007908156984759578,0.0027465573169072224,0.011074635265697016,0.0,0.0005812757793666468,0.0019378961961399926,0.006509941849667865,0.0031222059037053717,0.0,0.0163130684751367,0.0,1.682156097916904e-17,0.0,3.84120094448602e-06,0.0,1.4300510272325904e-05,0.00020663035083403865,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,128,9,0.23542722381171732,0.03088956288924069,0.031884938190634905,0.005542751283819434,0.0186915337997633,0.22395484167341365,0.04957644804384598,0.0032939902168077208,0.04297425702922296,0.15864568622464315,0.05149697675589002,0.03298863306693159,0.03619114919319569,0.2099991658441203,0.00782117634614071,0.011977787811272999,0.006500609372677873,0.007482435399325043,0.009879415405638617,0.00548466397753557,0.003288005939267788,0.09982806808641315,0.010009816975287595,0.0,0.11888791358159054,0.0021156979475370546,0.008796235716674738,0.014510986420279232,0.0,0.03998838442373245,1.427308861238959e-05,1.0092936587501423e-17,0.0,0.00563053404581253,0.0,0.0,0.002072333302622598,0.0,0.2435403798767933,0.0,0.0
NF-BoT-IoT-v2,float,128,13,0.24364017290206455,0.030892665010786,0.020072883530414403,0.0075376442941486235,0.007286137805714541,0.2216677998317396,0.09647055490554947,0.017673098950819668,0.043115156760362455,0.15768274991998524,0.04350688440305905,0.025245927463736453,0.03505201306505314,0.04089465469953867,0.008331268856345992,0.010460839743158324,0.007035177089053691,0.007311284533396851,0.010491196518424749,0.008901260329483759,0.0889593019435162,0.09799283332830913,0.010362117106215258,0.0,0.12399627872236042,0.002304271665484929,0.006527627457339897,0.027500194201392547,0.0,0.07682548989952867,0.0005571144336621335,1.0092936587501423e-17,0.0,0.03926061620696759,0.0,0.00023548989650541265,0.001249346484581748,0.0,0.24338796063492696,0.0,0.0
NF-BoT-IoT-v2,float,256,5,0.1604994113738319,0.025564594184012846,0.06571736821196343,0.01706125581704611,0.23396563070124837,0.12824895304237388,0.0437968679000045,0.06850502863044235,0.047532996639637164,0.1895451535349093,0.07762868796053815,0.04109747044635394,0.026096222236749022,0.23503467281451923,0.0009379721821446567,0.008147559757755584,0.008366489187200685,0.000946412760587609,0.0033195816392248825,0.056541907811522574,0.030959690837254365,0.002800478764162368,0.02126912966020892,0.0004242424242216618,0.00047419966148627734,0.000401339687517567,0.013817569560025483,0.0019239063846860167,0.0,0.009733918272780358,0.0,6.7286243916676156e-18,0.0003563531946163572,7.546751216078937e-06,0.0,0.0,0.009657724379907503,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,256,9,0.16582261722592892,0.028203919068753913,0.127311054947204,0.017023666306975813,0.15057343496026798,0.14852533854729055,0.1738933701778897,0.07104025047528165,0.10907879867584104,0.19088875869355962,0.054239416535686855,0.034721451672137325,0.024364984291821552,0.22206871906037268,0.00039662561762744886,0.007722207639679487,0.00796904328900631,0.0007134740586854883,0.17659005183211351,0.05092163930853533,0.030371670667721163,0.013928419301691688,0.021071514165534683,0.25616144191762175,0.0018529334858911552,0.0004779220563985232,0.010335004521368643,0.18296840677897763,0.0,0.012999461557085536,0.0,1.0092936587501423e-17,0.0004493262463155836,0.00016728585270195132,0.0,2.454627264262761e-10,0.00946254537526362,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,float,256,13,0.023057756779891667,0.023745293119883465,0.14563901338481566,0.010054968416250299,0.13712369853705908,0.17081490427081597,0.17376569416238408,0.2559941792382744,0.10657777976088989,0.19158965678590517,0.0590045142808717,0.0359759584245552,0.023910281972835373,0.22617743748851202,0.001505166162301624,0.007025518388891911,0.006901982882996602,0.0005667448200299589,0.10280881684135298,0.05351922968177965,0.031909683173613396,0.013993970065175635,0.010253495199723205,0.25469150252853606,0.07221890036340241,0.0007339028028775827,0.0045694705472509286,0.18051299652482192,0.0,0.012077068240501431,0.0,1.3457248783335231e-17,0.0004067396450730313,0.15830648652981702,0.0,3.6255565089227283e-06,0.008837576139331896,0.0,2.0595618311057592e-05,0.0462249178358911,0.0
NF-BoT-IoT-v2,float,512,5,0.23503862511221305,0.035677267865367804,0.15171791566962867,0.10871872915668349,0.15944506583950277,0.011346406075142205,0.051122815862003845,0.06938692523088373,0.041667130276981136,0.009723784769207095,0.06836675163467718,0.10264168866401817,0.02951539283156745,0.2306161495677949,0.001728850475453683,0.01413575761761284,0.007196646205149293,0.0009121758746085727,0.009360489359512584,0.0004750476694798437,0.0678586534868211,0.01504389887908424,0.009571705773511964,4.032624303030594e-05,0.047895469286597485,5.597435488530396e-05,0.005415694686034225,0.008358254959106875,0.0,0.01880368478502459,8.377736476878063e-06,1.682156097916904e-17,2.7774742951147457e-05,0.00015655201354145923,0.0,0.00012693844654046687,0.0009970974867753273,7.034073424694964e-06,0.026201020848742273,0.001384889746245527,0.0
NF-BoT-IoT-v2,float,512,9,0.23629844466590422,0.030780653117319732,0.14866605842901995,0.10951727405583955,0.13374104662891162,0.011283168134163633,0.05357624331847918,0.08050339859290312,0.09680547071706891,0.0782324456309638,0.07167997028035,0.1108105521023003,0.02118718926016781,0.23250013189111451,0.003005370604739618,0.022662026576735404,0.025213140366235683,0.0019542003476291227,0.003687583535209808,0.0008682223665265833,0.06657358502890386,0.011913579423264898,0.007213527778400482,0.25990416124033916,0.03208479275403452,5.8986956468697105e-05,0.004627992284747128,0.009037664932456588,0.0,0.01022852812680591,0.0009599871369499934,1.0092936587501423e-17,3.51511397226519e-05,0.00022736255325141302,0.0,0.0005543143676393543,0.0005426330350362951,3.7059637026494816e-06,0.02669088955618427,0.0012877722632887445,0.0
NF-BoT-IoT-v2,float,512,13,0.2387415757928005,0.031107616039136386,0.14856835781616393,0.11181682174909219,0.12002048251979322,0.07266180496360873,0.10097106084299998,0.09959322546086638,0.15100705469250636,0.07889124911453055,0.05265370265139425,0.09842959730754261,0.021941463920974288,0.2331640497230453,0.0056426574185007424,0.023689663780423028,0.010706997127386065,0.003128662255509669,0.012557829859923146,0.0005255574168613144,0.06740476285758454,0.013370224992479961,0.0064208683432934646,0.257640593599151,0.04437096269982926,3.13140978864627e-05,0.008215945794430902,0.08475908957624552,0.0,0.139031711792783,3.2895631860803977e-06,2.3550185370836655e-17,2.279210921452413e-05,0.2170633938813688,0.0,0.0003881842254625838,0.0005152095463087703,5.504033709854003e-06,0.02390206195362823,0.0015949323368007371,0.0
NF-BoT-IoT-v2,float,1024,5,0.02338714268601355,0.030090580617911034,0.157406354031887,0.004121391481401934,0.1864642104917871,0.03532402397130652,0.059615456372892874,0.0771580457617845,0.09321939255500901,0.006939803240159799,0.08922833663564732,0.07892909979239193,0.025355962516314303,0.22897980239955762,0.0015279497993464963,0.020853568105949995,0.007451066623415537,0.0023809476788333025,0.007301420702801483,0.0008015553592630669,0.07356484095466068,0.011947523615543363,0.009115960307252074,2.938177241408223e-05,0.04524597654090308,0.0004899016485266142,0.0021378068627737872,0.007798343095044581,0.0,0.10662564507337997,1.0413047942919012e-05,6.7286243916676156e-18,7.5409320896169e-06,0.0034764043949998885,0.0,0.00142947051666587,0.00045502024894917924,4.5299936087259135e-06,0.0009944846147098092,0.16226006162716033,0.0
NF-BoT-IoT-v2,float,1024,9,0.036025357091460215,0.02516039574529485,0.15805433956772047,0.054636463055272484,0.1517526739743608,0.08680181500549229,0.051969054144225764,0.08026373080648355,0.16492402172916187,0.005987100169154691,0.06966603514174426,0.06974604838406363,0.017141288373776976,0.23268258251763616,0.001701564942239954,0.1252665212932907,0.007027440747053913,0.0022114026466694796,0.004654794747319776,0.11278626796841142,0.0743020685747104,0.10429272806796532,0.008102831212053742,0.00010722369907357821,0.03915689358190539,0.0004178840154852676,0.011421793959654165,0.14845152945389478,2.7724391304564458e-12,0.09142554306484943,6.483847443710713e-06,1.0092936587501423e-17,3.1914306791908426e-07,0.00047369125366698975,0.0,0.0002750864790341573,0.0004899864536527551,4.456902556580761e-06,0.0005596266089925483,0.158403265043403,0.0
NF-BoT-IoT-v2,float,1024,13,0.0747628126252116,0.02174089963085434,0.17290084025795466,0.054634912165211276,0.1178619468325311,0.17083765849160762,0.07867215845992671,0.08142475354683931,0.1479329316118448,0.005814741455188779,0.06037968929478062,0.08287273664324343,0.016939916640471057,0.21117403827869385,0.000903404532534772,0.12768652755675944,0.006553640492415413,0.0049356058979853675,0.009974752558570055,0.043710185734208,0.07120999035103186,0.10320719288298738,0.008426379652243394,0.10765260153110814,0.03996966701972803,0.0007063028296273823,0.0064465373348978556,0.16001900786416845,2.776595794748771e-09,0.09415445188736962,3.3677522398854666e-05,3.3643121958338078e-18,2.1203138948699372e-05,0.0032724902284073537,0.0,0.00016545582671452524,0.000600241836034205,2.5584272683238597e-05,0.000762966536766619,0.15805624533457305,0.0
NF-BoT-IoT-v2,float,2048,5,0.025608647275633754,0.02954898440551859,0.15834417840983908,0.004062869264331151,0.18598437393486342,0.03657493414632747,0.05880173849226818,0.07644797796606206,0.09307180526997183,0.007766768990256745,0.08946646446364684,0.08490743191478374,0.02445476701843506,0.22880177034639543,0.0013158460552153048,0.02097112966169705,0.007483404003344456,0.0022807819976939175,0.007291146862764207,0.0008611074564283753,0.0738211693076707,0.01210942511207199,0.008761450659164848,2.7986265643991717e-05,0.0449810962154508,0.000550990355808474,0.002706405133050928,0.008065549438845661,1.8682222121039384e-07,0.10515185424742324,1.081567237997458e-05,1.0092936587501423e-17,7.522828969391196e-06,0.003449873298094114,0.0,0.001446603549026691,0.0004846890913856488,3.4443730487762643e-06,0.0010368360798338574,0.16174869848581944,0.0
NF-BoT-IoT-v2,float,2048,9,0.03730846794724456,0.025458332600758513,0.15832210503751865,0.057208498425912024,0.17287142773026287,0.08139278245285676,0.039729290746701944,0.07891658279388461,0.16575536931623835,0.00513028984428895,0.0772792600469024,0.07364619657850001,0.024773935612759368,0.23191082127871487,0.0021025970572436906,0.1250933040527732,0.00773208083190202,0.00238001102772187,0.005224040008384924,0.11586447237242678,0.07195386527023874,0.1067262125425969,0.007469733431583988,1.859337725886329e-05,0.03781503291621586,0.00036483863713756187,0.010962742552298014,0.09545616390772252,1.8593220092439372e-07,0.09006968056963831,1.6093104181272265e-05,1.3457248783335231e-17,6.079262510924874e-07,0.0009635896691275534,0.0,0.0012036994837326966,0.00037634184049506133,4.434457075937568e-06,0.007829208396360306,0.161518555073894,0.0
NF-BoT-IoT-v2,float,2048,13,0.040472409755153135,0.02328887483661791,0.15679133938990786,0.05228189345439066,0.15390217274653112,0.08525931089381791,0.040581826727646673,0.07564164042954064,0.16037883859706756,0.006866002394397697,0.06804653403452479,0.07784425469401575,0.02811698730464496,0.23308893122894175,0.046059316373643876,0.12406957384200523,0.009398966604381071,0.001959609821337039,0.005288314369723647,0.19149228511877803,0.07207586794469638,0.10684695248620495,0.007404186283072318,0.0001260934548576201,0.028814230557672696,0.0003908712887101363,0.009099620252167593,0.09526957832278239,1.5090712297993282e-07,0.08616602878120971,0.038993722738635314,6.7286243916676156e-18,9.460324956140842e-07,0.0002010350273749332,0.0,0.00019618612177379092,0.0005258638730183511,5.943281501503946e-06,0.0069747381776913775,0.1598339992204737,0.0
NF-BoT-IoT-v2,integer,32,5,0.2509045544204547,0.06257565524440788,0.15636364431129665,0.13397871718087684,0.0,0.22536387846891204,0.06755127310744853,0.06811593026947386,0.10290288168431241,0.1919834677426304,0.03298561030382087,0.03137411418903649,0.052031830931637546,0.23876268189862562,0.0,0.009440800321542932,0.0002477165898804058,0.0006460088645620285,0.020198166781373896,0.013508463257883857,0.011432929186028526,0.003989138436474505,0.001471455906333869,3.6415390619580535e-05,0.0041981797226212265,0.00012942770968137778,0.0018233213609120953,0.021206647514184586,0.0,6.7286243916676156e-18,0.0,1.3457248783335231e-17,0.0,0.00017016036790720653,0.0,0.0,0.0002188844596119189,0.0,0.0,0.0,0.0
NF-BoT-IoT-v2,integer,32,9,0.26469375084268704,0.05948917920037329,0.1470832739138087,0.12871120874734723,0.0,0.16530790364384215,0.05434046435243666,0.06843819602525625,0.11920167291257126,0.1902244122363893,0.03157619954782803,0.03430707790958093,0.05289370180887522,0.2357016859950485,0.000645540439585252,0.009197495256436294,0.0002663683681387215,0.0006031994626946146,0.02606583547649289,0.004215379794171939,0.047082947853894414,0.01310031253301392,0.0010476677134690223,1.6889971223039438e-05,0.003910002187256439,0.0002041914871544414,0.002555382431396564,0.015756981126548608,0.0,0.00038178496509019957,0.0,6.7286243916676156e-18,0.0,0.0002713742751380079,0.0,0.0,0.0011713039153199995,0.0,0.0,0.0,0.0
